name,date,title,review,rating,entity,review_history
Beth,2019-12-12T06:39:42Z,Efficient customer service,I don't always have a smooth service with ASOS but their customer service team are extremely efficient and helpful. Thank you Gwenne.,5,ASOS,1
Jaleel Abbas,2019-12-12T06:18:52Z,great service!,the customer service agents have great understanding of customer queries and issue. they are able to source a solution very quickly. really friendly.,5,ASOS,1
Jessica Elizabeth,2019-12-02T14:02:52Z,Everything perfect 👌🏼,Everything perfect 👌🏼,5,ASOS,1
Personal Subscriptions,2019-12-02T14:00:53Z,Daniel was very easy to deal with and…,Daniel was very easy to deal with and understand customer experience principles.,5,ASOS,1
Caden Baldacchino,2019-12-02T13:48:39Z,Excellent and Prompt Service,The customer service agent was prompt to my replies and provided a quick solution to my issue.,5,ASOS,1
Emma ,2019-12-02T13:45:35Z,Quick and effective,"Quick and effective, 10/10 service from Claude :)",5,ASOS,1
Natalia Torres,2019-12-02T13:32:37Z,Daisy,"Daisy, was very Kind.",5,ASOS,1
Gala Ofi,2019-12-12T05:58:21Z,Thanks,Thanks for dealing nice and quick reply to my questions,5,ASOS,1
Kurtis,2019-12-02T13:29:04Z,Sabah 5*,"Sabah was fast, efficient and helpful. Dead chuffed :)",5,ASOS,1
x,2019-12-02T13:23:13Z,Liberty was very helpful and efficient…,"Liberty was very helpful and efficient on Live chat this afternoon, thanks again!",5,ASOS,1
Shannon Horlock,2019-12-02T13:21:57Z,Very helpful and understanding and put…,Very helpful and understanding and put me at ease,5,ASOS,1
Liliana,2019-12-02T13:19:18Z,Gabriella the best!,Gabriella the best!,5,ASOS,1
Fabian Castellani,2019-12-02T13:18:52Z,"Quick, efficient and easy-to-use","Quick, efficient and easy-to-use",5,ASOS,1
Melanie ,2019-12-06T16:10:19Z,My query was dealt with promptly by…kris,My query was dealt with promptly by Kris putting my mind at ease.,5,ASOS,1
Megan Doyle,2019-12-06T16:04:54Z,Always very helpful,Always very helpful and the customer care from Lloy was extremely helpful.,5,ASOS,1
Shane Santos,2019-12-06T16:03:08Z,Anna-Marie was really helpful!,Anna-Marie was really helpful!,5,ASOS,1
Kirsten Smets,2019-12-06T15:54:17Z,Very friendly!,Issue will be looked into and Kate was very kind!,5,ASOS,1
sophia,2019-12-06T15:52:11Z,the response was quick and my questions…,the response was quick and my questions were answered,5,ASOS,1
Louisa Van Looy,2019-12-06T15:50:44Z,Very quick & professional answer,Very quick & professional answer! Top!,5,ASOS,1
Feranmi Ladapo,2019-12-06T15:50:19Z,Refunds,"Great, Fast service.",5,ASOS,1
Kelsey Stoltenberg,2019-12-06T15:49:23Z,Worked quick to help get my issue…,"Worked quick to help get my issue resolved, Vlad was great to talk with!",5,ASOS,1
Kenneth,2019-12-06T15:44:27Z,Christopher was really nice very…,Christopher was really nice very helpful!!!!,5,ASOS,1
Pepper Choo,2019-12-06T15:43:39Z,Great assistance with orders enquiry,The staff Patrick was responsive and helpful in clearing my enquiries about my orders.,5,ASOS,1
Jean,2019-12-06T15:43:03Z,Helpful staff and prompt support when…,Helpful staff and prompt support when required!,5,ASOS,1
Danny House,2019-12-06T15:36:07Z,Michael was very helpful!!!,Michael was very helpful!!!,5,ASOS,1
Zaynab Lunat,2019-12-09T20:22:26Z,great customer service....extremely…,great customer service....extremely quick and helpful and responsive,5,ASOS,1
ROISIN SHARKEY,2019-12-09T20:09:33Z,Excellent customer service from…,Excellent customer service from Francesca. Great employee to have working for Asos.,5,ASOS,1
Kerry Denham,2019-12-09T19:42:46Z,Aaron was awesome!,Aaron was awesome!,5,ASOS,1
Start TBS,2019-12-09T19:36:48Z,Thanks a lot to Christopher for quick…,Thanks a lot to Christopher for quick feedback and appreciate his efforts and support,5,ASOS,1
Tessalia Laurent,2019-12-09T19:36:28Z,I'm very satisfied with the service!,I'm very satisfied with the service!,5,ASOS,1
Evgenia Robey,2019-12-09T19:34:19Z,Thank you for your quick cooperation,Thank you for your quick cooperation,5,ASOS,1
于晓梅,2019-12-09T19:26:35Z,great,"great experience with shopping items and staff, hate DHL delivery, charged me $140!!!",5,ASOS,1
ixchel padilla,2019-12-09T19:18:12Z,Connor was excellent,"Connor was so helpfull, i was very worried and he explained everything for me. Also, it was very quick.",5,ASOS,1
Ugnė Grevytė,2019-12-09T18:59:21Z,Quick easy service,Very quick and helpful,5,ASOS,1
Kayla Rigby,2019-12-09T18:14:59Z,This is some of the best customer…,This is some of the best customer service I have ever received. Elliot is amazing and helped so much. My package was stolen off of my doorstep and ASOS has been able to resend me the items to my work address to avoid any theft.,5,ASOS,1
Meghan ,2019-12-09T17:57:51Z,Rebecca was a great online helper and…,Rebecca was a great online helper and helped me get my order refunded. She was nice and helpful. Love Asos!,5,ASOS,1
Ned Killeen,2019-12-09T17:54:55Z,Really quick response and very friendly…,Really quick response and very friendly customer service!,5,ASOS,1
Daniel McPartland,2019-12-05T11:46:47Z,Helped with all my needs,Helped with all my needs,5,ASOS,1
Yasmin-Lee Collins,2019-12-05T11:25:19Z,Extremely helpful,"Extremely helpful, very quick to spot and resolve the error and re-order my lost items.",5,ASOS,1
Tarzie Wallis,2019-12-05T11:15:40Z,Dwayne was very helpful in a stressful…,Dwayne was very helpful in a stressful moment!,5,ASOS,1
Deon Young-Hogan,2019-12-05T10:52:29Z,Joanna was so helpful,"Joanna was so helpful, resolved my query quickly and efficiently. She definitely needs a bonus so Asos sort her out please.",5,ASOS,1
Lize,2019-12-05T10:42:05Z,Great customer care!,"Great customer service, very accurate & fast answers and i got the help I needed!",5,ASOS,1
Claire,2019-12-05T10:11:50Z,Was talking to Nisha on Live Chat as I…,"Was talking to Nisha on Live Chat as I was getting concerned about my delivery.
She responded quickly after looming into it for me. I’m now less stressing about it..",5,ASOS,1
Dorina Horváth,2019-12-05T09:54:59Z,solved my problem,The girl was clearly understandable. Helped to solve my problem.,5,ASOS,1
Aistė,2019-12-05T09:40:34Z,Bethany was super awesome and helpful…,Bethany was super awesome and helpful throughout the process guiding me throughout my payment issues! Awesome support team and will come back for sure :),5,ASOS,1
Craig Beer,2019-12-05T09:33:34Z,Elliott was fantastic,"Elliott was fantastic! Elliott went above and beyond to assist me with my delivery issues and not only did he do that, he has ordered a replacement pair to be sent to me! I could not be any more thankful, Elliott was a life saver! Also very kind and polite.",5,ASOS,1
S,2019-12-05T09:33:23Z,Customer service was great,"Customer service was great, quick and easy to chat to. Thank you.",5,ASOS,1
E,2019-12-01T03:59:58Z,Amy is dope,"Amy was helpful, timely, and personable—she answered all of my questions. Give her a raise on god",5,ASOS,1
User,2019-12-01T03:47:09Z,Helpful,Helpful. Thanks!,5,ASOS,1
KATHRYN LANOUE,2019-12-01T03:33:19Z,Paul was very helpful,Paul was very helpful,5,ASOS,1
Abdulilah,2019-12-01T03:25:57Z,She’s been kind and helpful to me thank…,She’s been kind and helpful to me thank u misty,5,ASOS,1
Ibi Lincoln,2019-12-01T03:22:02Z,Had some problems with orders being…,"Had some problems with orders being canceld, spoke to kristy in the asos live chat who cleard all the confusion and was really helpful.",5,ASOS,1
Grace LM,2019-12-01T03:19:04Z,Leith can find the solution to your…,"Leith can find the solution to your problem in no time at all. Extremely helpful ,10/10 would recommend.",5,ASOS,1
Kayla Saliba,2019-12-01T02:52:44Z,Abdirahman was great,Abdirahman was great! Helped very quickly and answered my questions wel.,5,ASOS,1
Charlotte DALMAIS,2019-12-01T02:41:11Z,Perfect chat,Perfect chat,5,ASOS,1
Maria ,2019-12-01T02:32:48Z,Jasmine was great,Jasmine was great! She was efficient and kind. She was the best customer service rep I have spoken with at ASOS so far.. and I shop on ASOS regularly.,5,ASOS,1
Ruth,2019-12-01T02:21:19Z,Decent clothing good customer service…,Decent clothing good customer service but the chat app doesn’t work on my phone which is annoying,5,ASOS,1
zenab riaz,2019-12-03T22:41:57Z,Marta was really helpful thank you.,Marta was really helpful thank you.,5,ASOS,1
Chloe,2019-12-03T22:00:29Z,REFUND,AMAZING !!!! Selina was the only member of this team to help sort my lost order out after trying for over a week and listening to more than 3 people. She helped me out straight away and now I am moving forward to getting a refund. I can't thank her for her enough.,5,ASOS,1
Sascha,2019-12-03T21:01:20Z,Return,Quick to help sent options and was polite,5,ASOS,1
Sophia ,2019-12-03T20:50:19Z,Hannah was helpful and even referred to…,Hannah was helpful and even referred to a specialist team to help with my matter.,5,ASOS,1
Danielle Carter,2019-12-03T20:50:04Z,Advisor was very helpful thankyou.,Advisor was very helpful thankyou.,5,ASOS,1
Ellen Titman,2019-12-01T02:07:13Z,Helped me greatly!,Helped me greatly!,5,ASOS,1
Mavroudes Katsantonis,2019-12-03T20:20:37Z,excellent,deanna is very friendly,5,ASOS,1
Lesley Biggam,2019-12-03T17:56:03Z,Online chat,"Order lots from the site an never had any problems . Had to use online chat today to confirm a return , took a while to get a reply but its a busy time of year , got am problem resolved in no time .. ideal .",5,ASOS,1
Natasha Barnes,2019-12-03T16:34:49Z,Courtney was a great help in regards to…,Courtney was a great help in regards to my asos return enquiry,5,ASOS,1
charlene maneely,2019-12-03T15:31:50Z,Amy was very understanding and helpful,Amy was very understanding and helpful,5,ASOS,1
Carrie Tan,2019-12-01T01:01:57Z,Great after purchase service,Customer service staff is prompt to address the issue. Really helpful.,5,ASOS,1
Manuja Herath,2019-12-01T01:01:07Z,Great Customer service,Great Customer service,5,ASOS,1
Amanda,2019-12-01T00:58:41Z,Asos customer service is the best,Asos customer service is the best. Rachel was very helpful and kind. She was very fast and helped me locate the order and solve the problem!,5,ASOS,1
Денис Жуков,2019-12-01T00:52:53Z,Service is fast and responsible,"Service is fast and responsible, my man muchamed has solved my problem",5,ASOS,1
Açelya Hörmetli,2019-12-01T00:51:55Z,I was really happy with the customer…,"I was really happy with the customer care service, my queries were answered straight away!",5,ASOS,1
Regina,2019-12-01T00:44:49Z,took care of me in a timely manner,Prompt communication and solved issues right away.,5,ASOS,1
Dimitri Valiquette,2019-12-12T05:27:11Z,Thanks!,Abbas was nice and he really helped me! Thanks again!,5,ASOS,1
Ben Ng,2019-12-12T05:19:47Z,Thanks for the fast response.,Thanks for the fast response.,5,ASOS,1
Amar Baniya,2019-12-12T05:02:43Z,Spot on about every query,Spot on about every query. Awesome.,5,ASOS,1
Taylor Gaetano,2019-12-12T04:47:17Z,Hanim was super quick and helpful,Hanim was super quick and helpful,5,ASOS,1
Rajesh Kumar,2019-12-12T04:25:25Z,Frankie was absolutely amazing in…,Frankie was absolutely amazing in dealing with my problems and resolved them as quickly as he could.,5,ASOS,1
Jackie Callaway-Campbell,2019-12-12T03:01:53Z,Quick responses!,"Quick responses, answered all my questions and corrected the issue!",5,ASOS,1
Emma Croft,2019-12-12T02:55:25Z,Easy to deal with and able to solve any…,Easy to deal with and able to solve any issues straight away!,5,ASOS,1
Kimberley,2019-12-12T02:49:54Z,Marta was SO lovely and helpful!,Marta was SO lovely and helpful!,5,ASOS,1
Ravinder ,2019-12-12T01:53:35Z,Going an extra mile,This person helped me by going an extra mile. I had reached out to Asos for a return two times already and when this person helped me they read the previous chats before talking to me which makes a big difference as I don’t have to explain again and again.,5,ASOS,1
Manjil Rai,2019-12-12T01:21:22Z,Delivery failed but good customer service,Delivery failed,5,ASOS,1
Emma Taylor,2019-11-29T15:26:11Z,Jake was brilliant at helping me with…,Jake was brilliant at helping me with my lost parcel,5,ASOS,1
Alice-Rose,2019-11-29T14:48:24Z,PERFECT Customer Service!!,"Toni was very helpful!!
Quick responses and explained everything perfectly!!",5,ASOS,1
Alannah Masters,2019-12-12T00:49:08Z,Quick responses and answered all of my…,Quick responses and answered all of my questions,5,ASOS,1
Jessica ,2019-12-12T00:35:44Z,Jerome was absolutely amazing I  was…,Jerome was absolutely amazing I  was really worried that my order problem would be some massive issue and I would have to fight my corner but its never been so easy and calming the outcome of my chat put a smile on my face so thanks Jerome I hope your managers give you very high praise! I wish every customer service experience was like yours!!hes a great hire well done asos!!,5,ASOS,1
Alexis Danielle Sherwood,2019-12-12T00:01:11Z,Abbas was amazing.,"Abbas was amazing. they were able to tell me the issue, fix it, and also get my items resent to me. really appreciate the customer service!",5,ASOS,1
Adriana Calabrese,2019-12-11T23:56:58Z,preciso e disponibile 24h,preciso e disponibile 24h,5,ASOS,1
Haisum siddique,2019-11-29T14:24:25Z,Great communication,Great communication,5,ASOS,1
Holly Brogden,2019-11-29T14:23:07Z,Fantastic service when parcel not delivered,Fantastic service. My parcel was not delivered and a wonderful team member issued me a refund straight away.,5,ASOS,1
